source,direction,entry,tp,sl,result,pnl,tf,openTime,rule
backtest,BUY,4344.09,4356.12,4338.08,loss,-0.60,M5,,DNA
backtest,BUY,4342.76,4354.52,4336.88,loss,-0.59,M5,,DNA
backtest,BUY,4343.12,4354.42,4337.48,loss,-0.56,M5,,DNA
backtest,BUY,4345.17,4354.93,4340.29,loss,-0.49,M5,,DNA
backtest,BUY,4339.89,4349.15,4335.25,loss,-0.46,M5,,DNA
backtest,BUY,4341.40,4351.81,4336.20,loss,-0.52,M5,,DNA
backtest,BUY,4338.30,4348.76,4333.07,loss,-0.52,M5,,DNA
backtest,BUY,4339.97,4350.19,4334.86,loss,-0.51,M5,,DNA
backtest,BUY,4338.37,4349.20,4332.96,loss,-0.54,M5,,DNA
backtest,SELL,4334.69,4323.56,4340.26,loss,-0.56,M5,,DNA
backtest,BUY,4335.32,4345.90,4330.03,win,1.06,M5,,DNA
backtest,BUY,4343.70,4352.92,4339.08,loss,-0.46,M5,,DNA
backtest,BUY,4342.80,4353.00,4337.70,loss,-0.51,M5,,DNA
backtest,BUY,4344.01,4354.23,4338.90,loss,-0.51,M5,,DNA
backtest,BUY,4343.47,4353.07,4338.67,loss,-0.48,M5,,DNA
backtest,BUY,4344.39,4353.18,4340.00,loss,-0.44,M5,,DNA
backtest,BUY,4342.57,4350.46,4338.63,loss,-0.39,M5,,DNA
backtest,BUY,4343.34,4351.66,4339.19,loss,-0.42,M5,,DNA
backtest,BUY,4337.66,4346.49,4333.24,loss,-0.44,M5,,DNA
backtest,BUY,4337.07,4347.13,4332.04,loss,-0.50,M5,,DNA
backtest,BUY,4335.30,4345.19,4330.35,loss,-0.49,M5,,DNA
backtest,BUY,4334.02,4343.87,4329.10,loss,-0.49,M5,,DNA
backtest,BUY,4335.99,4344.69,4331.64,loss,-0.43,M5,,DNA
backtest,BUY,4337.81,4346.57,4333.43,loss,-0.44,M5,,DNA
backtest,BUY,4334.00,4343.42,4329.29,loss,-0.47,M5,,DNA
backtest,BUY,4332.20,4342.26,4327.17,loss,-0.50,M5,,DNA
backtest,BUY,4328.97,4338.66,4324.13,loss,-0.48,M5,,DNA
backtest,BUY,4329.64,4339.64,4324.65,loss,-0.50,M5,,DNA
backtest,BUY,4330.19,4337.25,4326.66,loss,-0.35,M5,,DNA
backtest,BUY,4329.84,4336.35,4326.58,loss,-0.33,M5,,DNA
backtest,BUY,4329.96,4335.95,4326.96,loss,-0.30,M5,,DNA
backtest,BUY,4329.78,4335.01,4327.16,loss,-0.26,M5,,DNA
backtest,BUY,4329.92,4334.64,4327.56,loss,-0.24,M5,,DNA
backtest,BUY,4329.96,4334.28,4327.80,loss,-0.22,M5,,DNA
backtest,BUY,4330.00,4333.95,4328.02,loss,-0.20,M5,,DNA
backtest,BUY,4329.80,4333.16,4328.11,loss,-0.17,M5,,DNA
backtest,BUY,4329.94,4332.75,4328.53,loss,-0.14,M5,,DNA
backtest,BUY,4329.96,4332.38,4328.75,loss,-0.12,M5,,DNA
backtest,BUY,4329.96,4331.51,4329.19,win,0.16,M5,,DNA
backtest,BUY,4330.01,4331.34,4329.34,win,0.13,M5,,DNA
backtest,BUY,4330.12,4331.08,4329.63,win,0.10,M5,,DNA
backtest,BUY,4327.95,4328.98,4327.44,loss,-0.05,M5,,DNA
backtest,BUY,4326.70,4329.11,4325.50,loss,-0.12,M5,,DNA
backtest,BUY,4325.59,4328.90,4323.93,loss,-0.17,M5,,DNA
backtest,BUY,4325.27,4329.25,4323.28,loss,-0.20,M5,,DNA
backtest,BUY,4325.57,4330.32,4323.19,loss,-0.24,M5,,DNA
backtest,BUY,4325.97,4331.21,4323.35,loss,-0.26,M5,,DNA
backtest,BUY,4326.10,4331.87,4323.21,loss,-0.29,M5,,DNA
backtest,BUY,4326.51,4332.84,4323.34,loss,-0.32,M5,,DNA
backtest,BUY,4326.67,4333.19,4323.41,loss,-0.33,M5,,DNA
backtest,BUY,4326.85,4333.70,4323.42,loss,-0.34,M5,,DNA
backtest,BUY,4328.08,4335.24,4324.50,loss,-0.36,M5,,DNA
backtest,BUY,4328.09,4334.38,4324.94,loss,-0.31,M5,,DNA
backtest,BUY,4327.65,4333.22,4324.87,loss,-0.28,M5,,DNA
backtest,BUY,4326.42,4331.40,4323.93,loss,-0.25,M5,,DNA
backtest,BUY,4328.76,4333.66,4326.31,loss,-0.24,M5,,DNA
backtest,BUY,4327.23,4332.32,4324.69,loss,-0.25,M5,,DNA
backtest,BUY,4326.56,4331.43,4324.13,loss,-0.24,M5,,DNA
backtest,BUY,4321.49,4326.46,4319.00,loss,-0.25,M5,,DNA
backtest,BUY,4317.89,4324.15,4314.77,loss,-0.31,M5,,DNA
backtest,BUY,4321.61,4328.72,4318.05,loss,-0.36,M5,,DNA
backtest,BUY,4322.98,4334.72,4317.12,loss,-0.59,M5,,DNA
backtest,BUY,4321.98,4334.48,4315.74,loss,-0.62,M5,,DNA
backtest,BUY,4317.92,4329.53,4312.11,win,1.16,M5,,DNA
backtest,BUY,4317.66,4329.25,4311.86,win,1.16,M5,,DNA
backtest,BUY,4316.07,4326.68,4310.77,win,1.06,M5,,DNA
backtest,BUY,4321.42,4331.93,4316.17,loss,-0.53,M5,,DNA
backtest,SELL,4318.44,4308.00,4323.66,loss,-0.52,M5,,DNA
backtest,BUY,4316.30,4326.56,4311.18,win,1.03,M5,,DNA
backtest,BUY,4316.50,4326.44,4311.53,win,0.99,M5,,DNA
backtest,BUY,4320.59,4330.82,4315.48,win,1.02,M5,,DNA
backtest,BUY,4322.62,4333.23,4317.31,win,1.06,M5,,DNA
backtest,BUY,4323.46,4333.52,4318.43,win,1.01,M5,,DNA
backtest,BUY,4325.51,4336.34,4320.09,win,1.08,M5,,DNA
backtest,BUY,4325.20,4336.04,4319.78,win,1.08,M5,,DNA
backtest,BUY,4337.54,4352.48,4330.06,loss,-0.75,M5,,DNA
backtest,BUY,4337.03,4352.58,4329.26,loss,-0.78,M5,,DNA
backtest,BUY,4337.75,4349.93,4331.66,loss,-0.61,M5,,DNA
backtest,BUY,4339.06,4353.46,4331.86,loss,-0.72,M5,,DNA
backtest,BUY,4338.79,4353.88,4331.24,loss,-0.75,M5,,DNA
backtest,BUY,4338.32,4352.73,4331.11,loss,-0.72,M5,,DNA
backtest,BUY,4339.29,4355.62,4331.12,loss,-0.82,M5,,DNA
backtest,BUY,4340.83,4356.78,4332.86,loss,-0.80,M5,,DNA
backtest,BUY,4335.26,4350.99,4327.39,loss,-0.79,M5,,DNA
backtest,BUY,4336.77,4352.77,4328.77,loss,-0.80,M5,,DNA
backtest,BUY,4334.62,4348.88,4327.49,loss,-0.71,M5,,DNA
backtest,BUY,4335.72,4349.52,4328.82,loss,-0.69,M5,,DNA
backtest,BUY,4334.76,4347.55,4328.36,loss,-0.64,M5,,DNA
backtest,BUY,4339.03,4351.43,4332.84,loss,-0.62,M5,,DNA
backtest,BUY,4339.94,4352.70,4333.56,loss,-0.64,M5,,DNA
backtest,BUY,4336.00,4348.49,4329.76,loss,-0.62,M5,,DNA
backtest,BUY,4335.29,4346.40,4329.74,loss,-0.56,M5,,DNA
backtest,BUY,4337.10,4348.37,4331.47,loss,-0.56,M5,,DNA
backtest,BUY,4334.39,4345.56,4328.81,loss,-0.56,M5,,DNA
backtest,BUY,4330.54,4341.99,4324.82,loss,-0.57,M5,,DNA
backtest,BUY,4331.09,4343.30,4324.98,loss,-0.61,M5,,DNA
backtest,BUY,4329.67,4341.66,4323.68,win,1.20,M5,,DNA
backtest,SELL,4325.46,4313.56,4331.41,loss,-0.59,M5,,DNA
backtest,BUY,4329.83,4342.49,4323.49,win,1.27,M5,,DNA
backtest,SELL,4327.77,4315.23,4334.04,loss,-0.63,M5,,DNA
backtest,BUY,4328.99,4341.45,4322.75,win,1.25,M5,,DNA
backtest,BUY,4328.27,4339.79,4322.52,win,1.15,M5,,DNA
backtest,BUY,4329.13,4340.64,4323.38,win,1.15,M5,,DNA
backtest,BUY,4335.65,4347.67,4329.65,win,1.20,M5,,DNA
backtest,BUY,4334.81,4346.74,4328.85,win,1.19,M5,,DNA
backtest,BUY,4331.58,4342.50,4326.12,win,1.09,M5,,DNA
backtest,BUY,4333.49,4344.91,4327.78,win,1.14,M5,,DNA
backtest,BUY,4332.29,4343.90,4326.49,win,1.16,M5,,DNA
backtest,BUY,4333.39,4344.26,4327.96,win,1.09,M5,,DNA
backtest,BUY,4341.24,4350.92,4336.40,loss,-0.48,M5,,DNA
backtest,BUY,4340.60,4352.78,4334.51,loss,-0.61,M5,,DNA
backtest,BUY,4350.00,4362.32,4343.85,loss,-0.62,M5,,DNA
backtest,BUY,4344.00,4358.38,4336.81,loss,-0.72,M5,,DNA
backtest,BUY,4343.70,4358.58,4336.26,loss,-0.74,M5,,DNA
backtest,BUY,4344.48,4357.90,4337.76,loss,-0.67,M5,,DNA
backtest,BUY,4346.66,4361.08,4339.45,loss,-0.72,M5,,DNA
backtest,BUY,4346.49,4361.09,4339.19,loss,-0.73,M5,,DNA
backtest,BUY,4341.84,4356.35,4334.58,loss,-0.73,M5,,DNA
backtest,BUY,4343.17,4358.05,4335.73,loss,-0.74,M5,,DNA
backtest,BUY,4345.08,4360.24,4337.51,loss,-0.76,M5,,DNA
backtest,BUY,4339.95,4352.98,4333.44,loss,-0.65,M5,,DNA
backtest,BUY,4333.39,4347.60,4326.29,loss,-0.71,M5,,DNA
backtest,BUY,4337.51,4351.41,4330.56,loss,-0.70,M5,,DNA
backtest,BUY,4335.59,4349.60,4328.59,loss,-0.70,M5,,DNA
backtest,BUY,4338.91,4353.20,4331.76,loss,-0.71,M5,,DNA
backtest,BUY,4336.37,4350.10,4329.50,loss,-0.69,M5,,DNA
backtest,BUY,4332.14,4345.65,4325.39,loss,-0.68,M5,,DNA
backtest,BUY,4333.91,4348.25,4326.74,loss,-0.72,M5,,DNA
backtest,BUY,4331.73,4346.10,4324.55,loss,-0.72,M5,,DNA
backtest,BUY,4329.82,4345.00,4322.24,loss,-0.76,M5,,DNA
backtest,BUY,4331.15,4345.03,4324.21,loss,-0.69,M5,,DNA
backtest,BUY,4334.69,4346.34,4328.87,loss,-0.58,M5,,DNA
backtest,BUY,4334.10,4348.15,4327.07,loss,-0.70,M5,,DNA
backtest,BUY,4334.76,4347.41,4328.44,loss,-0.63,M5,,DNA
backtest,BUY,4333.50,4346.50,4327.00,loss,-0.65,M5,,DNA
backtest,BUY,4333.53,4345.78,4327.41,loss,-0.61,M5,,DNA
backtest,BUY,4336.32,4348.94,4330.01,loss,-0.63,M5,,DNA
backtest,BUY,4335.74,4347.20,4330.01,loss,-0.57,M5,,DNA
backtest,BUY,4332.54,4345.80,4325.92,loss,-0.66,M5,,DNA
backtest,BUY,4335.64,4349.00,4328.96,loss,-0.67,M5,,DNA
backtest,BUY,4340.08,4348.62,4335.81,loss,-0.43,M5,,DNA
backtest,BUY,4343.05,4350.74,4339.21,loss,-0.38,M5,,DNA
backtest,BUY,4342.59,4350.41,4338.69,loss,-0.39,M5,,DNA
backtest,BUY,4342.75,4350.51,4338.87,loss,-0.39,M5,,DNA
backtest,BUY,4342.97,4350.84,4339.03,loss,-0.39,M5,,DNA
backtest,BUY,4342.68,4350.17,4338.94,loss,-0.37,M5,,DNA
backtest,BUY,4341.94,4349.02,4338.40,loss,-0.35,M5,,DNA
backtest,BUY,4337.54,4344.83,4333.90,win,0.73,M5,,DNA
backtest,BUY,4337.65,4346.41,4333.27,loss,-0.44,M5,,DNA
backtest,SELL,4337.22,4328.15,4341.76,loss,-0.45,M5,,DNA
backtest,BUY,4339.86,4349.44,4335.08,loss,-0.48,M5,,DNA
backtest,BUY,4341.19,4351.24,4336.16,loss,-0.50,M5,,DNA
backtest,BUY,4342.95,4352.44,4338.20,loss,-0.47,M5,,DNA
backtest,BUY,4339.17,4348.95,4334.29,loss,-0.49,M5,,DNA
backtest,BUY,4340.04,4350.28,4334.92,loss,-0.51,M5,,DNA
backtest,BUY,4339.74,4350.48,4334.36,loss,-0.54,M5,,DNA
backtest,BUY,4340.80,4353.56,4334.42,loss,-0.64,M5,,DNA
backtest,BUY,4341.06,4354.14,4334.52,loss,-0.65,M5,,DNA
backtest,BUY,4335.77,4348.06,4329.62,loss,-0.61,M5,,DNA
backtest,BUY,4334.01,4347.45,4327.29,loss,-0.67,M5,,DNA
backtest,BUY,4330.68,4344.08,4323.98,win,1.34,M5,,DNA
backtest,BUY,4331.50,4345.13,4324.69,win,1.36,M5,,DNA
backtest,BUY,4332.21,4346.16,4325.23,win,1.40,M5,,DNA
backtest,BUY,4329.33,4343.03,4322.49,win,1.37,M5,,DNA
backtest,BUY,4352.71,4366.85,4345.65,loss,-0.71,M5,,DNA
backtest,BUY,4341.64,4363.50,4330.70,loss,-1.09,M5,,DNA
backtest,BUY,4332.15,4357.13,4319.66,loss,-1.25,M5,,DNA
backtest,BUY,4329.80,4356.94,4316.22,loss,-1.36,M5,,DNA
backtest,BUY,4327.17,4355.14,4313.19,loss,-1.40,M5,,DNA
backtest,SELL,4323.44,4295.16,4337.58,win,2.83,M5,,DNA
backtest,SELL,4308.79,4279.20,4323.59,win,2.96,M5,,DNA
backtest,BUY,4317.37,4350.87,4300.62,loss,-1.68,M5,,DNA
backtest,BUY,4318.68,4354.40,4300.82,loss,-1.79,M5,,DNA
backtest,BUY,4311.68,4348.34,4293.35,loss,-1.83,M5,,DNA
backtest,BUY,4305.92,4343.60,4287.08,loss,-1.88,M5,,DNA
backtest,BUY,4294.50,4327.15,4278.17,loss,-1.63,M5,,DNA
backtest,BUY,4283.11,4314.57,4267.38,loss,-1.57,M5,,DNA
backtest,BUY,4294.83,4328.20,4278.15,loss,-1.67,M5,,DNA
backtest,BUY,4300.56,4336.62,4282.54,loss,-1.80,M5,,DNA
backtest,BUY,4293.84,4330.41,4275.56,loss,-1.83,M5,,DNA
backtest,BUY,4294.25,4330.25,4276.24,loss,-1.80,M5,,DNA
backtest,BUY,4295.06,4327.08,4279.05,loss,-1.60,M5,,DNA
backtest,BUY,4293.95,4324.51,4278.67,loss,-1.53,M5,,DNA
backtest,BUY,4288.54,4318.67,4273.47,loss,-1.51,M5,,DNA
backtest,BUY,4280.36,4309.58,4265.74,loss,-1.46,M5,,DNA
backtest,BUY,4271.35,4299.93,4257.05,loss,-1.43,M5,,DNA
backtest,BUY,4265.47,4295.11,4250.65,loss,-1.48,M5,,DNA
backtest,BUY,4279.04,4306.36,4265.38,loss,-1.37,M5,,DNA
backtest,BUY,4280.19,4307.37,4266.61,loss,-1.36,M5,,DNA
backtest,BUY,4279.70,4308.17,4265.47,loss,-1.42,M5,,DNA
backtest,BUY,4274.74,4304.21,4260.00,loss,-1.47,M5,,DNA
backtest,BUY,4275.65,4306.57,4260.19,loss,-1.55,M5,,DNA
backtest,BUY,4265.99,4298.57,4249.70,loss,-1.63,M5,,DNA
backtest,BUY,4260.55,4295.34,4243.15,loss,-1.74,M5,,DNA
backtest,BUY,4261.79,4296.81,4244.28,loss,-1.75,M5,,DNA
backtest,BUY,4259.72,4293.09,4243.04,loss,-1.67,M5,,DNA
backtest,BUY,4264.43,4294.61,4249.34,loss,-1.51,M5,,DNA
backtest,BUY,4262.78,4293.17,4247.59,loss,-1.52,M5,,DNA
backtest,SELL,4241.86,4209.14,4258.21,loss,-1.64,M5,,DNA
backtest,BUY,4266.69,4284.43,4257.82,loss,-0.89,M5,,DNA
backtest,BUY,4258.54,4274.22,4250.70,win,1.57,M5,,DNA
backtest,BUY,4257.23,4273.56,4249.07,win,1.63,M5,,DNA
backtest,BUY,4260.35,4274.93,4253.07,win,1.46,M5,,DNA
backtest,BUY,4264.72,4280.26,4256.96,loss,-0.78,M5,,DNA
backtest,BUY,4264.29,4279.62,4256.62,loss,-0.77,M5,,DNA
backtest,BUY,4267.32,4282.29,4259.84,loss,-0.75,M5,,DNA
backtest,BUY,4272.98,4287.74,4265.59,loss,-0.74,M5,,DNA
backtest,BUY,4270.61,4286.24,4262.80,loss,-0.78,M5,,DNA
backtest,BUY,4270.14,4287.61,4261.41,loss,-0.87,M5,,DNA
backtest,BUY,4269.32,4286.79,4260.58,loss,-0.87,M5,,DNA
backtest,BUY,4265.17,4280.50,4257.51,loss,-0.77,M5,,DNA
backtest,BUY,4264.05,4280.49,4255.84,loss,-0.82,M5,,DNA
backtest,BUY,4267.82,4282.64,4260.41,loss,-0.74,M5,,DNA
backtest,BUY,4270.58,4284.53,4263.60,loss,-0.70,M5,,DNA
backtest,BUY,4269.45,4283.49,4262.44,loss,-0.70,M5,,DNA
backtest,BUY,4267.98,4282.39,4260.77,loss,-0.72,M5,,DNA
backtest,BUY,4260.54,4275.16,4253.24,loss,-0.73,M5,,DNA
backtest,SELL,4253.46,4239.65,4260.37,loss,-0.69,M5,,DNA
backtest,BUY,4258.36,4272.41,4251.33,loss,-0.70,M5,,DNA
backtest,BUY,4260.25,4267.61,4256.56,loss,-0.37,M5,,DNA
backtest,BUY,4260.08,4266.39,4256.93,loss,-0.32,M5,,DNA
backtest,BUY,4260.75,4266.09,4258.08,loss,-0.27,M5,,DNA
backtest,BUY,4261.21,4266.49,4258.57,loss,-0.26,M5,,DNA
backtest,BUY,4261.63,4266.39,4259.25,loss,-0.24,M5,,DNA
backtest,BUY,4262.09,4266.54,4259.86,loss,-0.22,M5,,DNA
backtest,BUY,4262.44,4266.61,4260.35,loss,-0.21,M5,,DNA
backtest,BUY,4262.81,4266.53,4260.94,loss,-0.19,M5,,DNA
backtest,BUY,4263.25,4266.23,4261.77,loss,-0.15,M5,,DNA
backtest,BUY,4264.05,4266.67,4262.75,loss,-0.13,M5,,DNA
backtest,BUY,4264.12,4266.57,4262.90,loss,-0.12,M5,,DNA
backtest,BUY,4264.23,4266.37,4263.15,loss,-0.11,M5,,DNA
backtest,BUY,4264.26,4266.30,4263.23,loss,-0.10,M5,,DNA
backtest,BUY,4264.61,4266.33,4263.75,loss,-0.09,M5,,DNA
backtest,BUY,4252.75,4254.43,4251.91,win,0.17,M5,,DNA
backtest,BUY,4252.35,4258.25,4249.40,loss,-0.29,M5,,DNA
backtest,BUY,4255.23,4262.96,4251.36,loss,-0.39,M5,,DNA
backtest,BUY,4253.42,4262.16,4249.05,loss,-0.44,M5,,DNA
backtest,BUY,4254.48,4263.88,4249.78,loss,-0.47,M5,,DNA
backtest,BUY,4256.00,4265.75,4251.12,loss,-0.49,M5,,DNA
