source,direction,entry,tp,sl,result,pnl,tf,openTime,rule
backtest,BUY,4341.64,4363.50,4330.70,loss,-1.09,M5,,DNA
backtest,BUY,4332.15,4357.13,4319.66,loss,-1.25,M5,,DNA
backtest,BUY,4329.80,4356.94,4316.22,loss,-1.36,M5,,DNA
backtest,BUY,4327.17,4355.14,4313.19,loss,-1.40,M5,,DNA
backtest,SELL,4323.44,4295.16,4337.58,win,2.83,M5,,DNA
backtest,SELL,4308.79,4279.20,4323.59,win,2.96,M5,,DNA
backtest,BUY,4317.37,4350.87,4300.62,loss,-1.68,M5,,DNA
backtest,BUY,4318.68,4354.40,4300.82,loss,-1.79,M5,,DNA
backtest,BUY,4311.68,4348.34,4293.35,loss,-1.83,M5,,DNA
backtest,BUY,4305.92,4343.60,4287.08,loss,-1.88,M5,,DNA
backtest,BUY,4294.50,4327.15,4278.17,loss,-1.63,M5,,DNA
backtest,BUY,4283.11,4314.57,4267.38,loss,-1.57,M5,,DNA
backtest,BUY,4294.83,4328.20,4278.15,loss,-1.67,M5,,DNA
backtest,BUY,4300.56,4336.62,4282.54,loss,-1.80,M5,,DNA
backtest,BUY,4293.84,4330.41,4275.56,loss,-1.83,M5,,DNA
backtest,BUY,4294.25,4330.25,4276.24,loss,-1.80,M5,,DNA
backtest,BUY,4295.06,4327.08,4279.05,loss,-1.60,M5,,DNA
backtest,BUY,4293.95,4324.51,4278.67,loss,-1.53,M5,,DNA
backtest,BUY,4288.54,4318.67,4273.47,loss,-1.51,M5,,DNA
backtest,BUY,4280.36,4309.58,4265.74,loss,-1.46,M5,,DNA
backtest,BUY,4271.35,4299.93,4257.05,loss,-1.43,M5,,DNA
backtest,BUY,4265.47,4295.11,4250.65,loss,-1.48,M5,,DNA
backtest,BUY,4279.04,4306.36,4265.38,loss,-1.37,M5,,DNA
backtest,BUY,4280.19,4307.37,4266.61,loss,-1.36,M5,,DNA
backtest,BUY,4279.70,4308.17,4265.47,loss,-1.42,M5,,DNA
backtest,BUY,4274.74,4304.21,4260.00,loss,-1.47,M5,,DNA
backtest,BUY,4275.65,4306.57,4260.19,loss,-1.55,M5,,DNA
backtest,BUY,4265.99,4298.57,4249.70,loss,-1.63,M5,,DNA
backtest,BUY,4260.55,4295.34,4243.15,loss,-1.74,M5,,DNA
backtest,BUY,4261.79,4296.81,4244.28,loss,-1.75,M5,,DNA
backtest,BUY,4259.72,4293.09,4243.04,loss,-1.67,M5,,DNA
backtest,BUY,4264.43,4294.61,4249.34,loss,-1.51,M5,,DNA
backtest,BUY,4262.78,4293.17,4247.59,loss,-1.52,M5,,DNA
backtest,SELL,4241.86,4209.14,4258.21,loss,-1.64,M5,,DNA
backtest,BUY,4266.69,4284.43,4257.82,loss,-0.89,M5,,DNA
backtest,BUY,4258.54,4274.22,4250.70,win,1.57,M5,,DNA
backtest,BUY,4257.23,4273.56,4249.07,win,1.63,M5,,DNA
backtest,BUY,4260.35,4274.93,4253.07,win,1.46,M5,,DNA
backtest,BUY,4264.72,4280.26,4256.96,loss,-0.78,M5,,DNA
backtest,BUY,4264.29,4279.62,4256.62,loss,-0.77,M5,,DNA
backtest,BUY,4267.32,4282.29,4259.84,loss,-0.75,M5,,DNA
backtest,BUY,4272.98,4287.74,4265.59,loss,-0.74,M5,,DNA
backtest,BUY,4270.61,4286.24,4262.80,loss,-0.78,M5,,DNA
backtest,BUY,4270.14,4287.61,4261.41,loss,-0.87,M5,,DNA
backtest,BUY,4269.32,4286.79,4260.58,loss,-0.87,M5,,DNA
backtest,BUY,4265.17,4280.50,4257.51,loss,-0.77,M5,,DNA
backtest,BUY,4264.05,4280.49,4255.84,loss,-0.82,M5,,DNA
backtest,BUY,4267.82,4282.64,4260.41,loss,-0.74,M5,,DNA
backtest,BUY,4270.58,4284.53,4263.60,loss,-0.70,M5,,DNA
backtest,BUY,4269.45,4283.49,4262.44,loss,-0.70,M5,,DNA
backtest,BUY,4267.98,4282.39,4260.77,loss,-0.72,M5,,DNA
backtest,BUY,4260.54,4275.16,4253.24,loss,-0.73,M5,,DNA
backtest,SELL,4253.46,4239.65,4260.37,loss,-0.69,M5,,DNA
backtest,BUY,4258.36,4272.41,4251.33,loss,-0.70,M5,,DNA
backtest,BUY,4260.25,4267.61,4256.56,loss,-0.37,M5,,DNA
backtest,BUY,4260.08,4266.39,4256.93,loss,-0.32,M5,,DNA
backtest,BUY,4260.75,4266.09,4258.08,loss,-0.27,M5,,DNA
backtest,BUY,4261.21,4266.49,4258.57,loss,-0.26,M5,,DNA
backtest,BUY,4261.63,4266.39,4259.25,loss,-0.24,M5,,DNA
backtest,BUY,4262.09,4266.54,4259.86,loss,-0.22,M5,,DNA
backtest,BUY,4262.44,4266.61,4260.35,loss,-0.21,M5,,DNA
backtest,BUY,4262.81,4266.53,4260.94,loss,-0.19,M5,,DNA
backtest,BUY,4263.25,4266.23,4261.77,loss,-0.15,M5,,DNA
backtest,BUY,4264.05,4266.67,4262.75,loss,-0.13,M5,,DNA
backtest,BUY,4264.12,4266.57,4262.90,loss,-0.12,M5,,DNA
backtest,BUY,4264.23,4266.37,4263.15,loss,-0.11,M5,,DNA
backtest,BUY,4264.26,4266.30,4263.23,loss,-0.10,M5,,DNA
backtest,BUY,4264.61,4266.33,4263.75,loss,-0.09,M5,,DNA
backtest,BUY,4252.75,4254.43,4251.91,win,0.17,M5,,DNA
backtest,BUY,4252.35,4258.25,4249.40,loss,-0.29,M5,,DNA
backtest,BUY,4255.23,4262.96,4251.36,loss,-0.39,M5,,DNA
backtest,BUY,4253.42,4262.16,4249.05,loss,-0.44,M5,,DNA
backtest,BUY,4254.48,4263.88,4249.78,loss,-0.47,M5,,DNA
backtest,BUY,4256.00,4265.75,4251.12,loss,-0.49,M5,,DNA
backtest,BUY,4255.59,4266.10,4250.34,loss,-0.53,M5,,DNA
backtest,BUY,4250.68,4261.52,4245.26,loss,-0.54,M5,,DNA
backtest,BUY,4249.37,4261.83,4243.14,loss,-0.62,M5,,DNA
backtest,BUY,4242.00,4256.43,4234.79,loss,-0.72,M5,,DNA
backtest,SELL,4235.60,4217.49,4244.66,loss,-0.91,M5,,DNA
backtest,SELL,4234.86,4217.90,4243.34,loss,-0.85,M5,,DNA
backtest,BUY,4245.69,4261.30,4237.88,loss,-0.78,M5,,DNA
backtest,SELL,4243.36,4225.63,4252.23,win,1.77,M5,,DNA
backtest,BUY,4238.04,4256.07,4229.03,loss,-0.90,M5,,DNA
backtest,BUY,4228.78,4248.35,4218.99,loss,-0.98,M5,,DNA
backtest,BUY,4228.93,4250.59,4218.10,loss,-1.08,M5,,DNA
backtest,BUY,4227.99,4251.59,4216.18,loss,-1.18,M5,,DNA
backtest,BUY,4223.04,4244.76,4212.18,loss,-1.09,M5,,DNA
